
[2025-07-10 15:18:43.2681 Send: 5A E0 00 00 39 61
[2025-07-10 15:18:43.2711 MCU not connected
[2025-07-10 15:18:43.2882 recv packet: 5A E0 00 00 39 61
[2025-07-10 15:18:43.2882 MCU connected
[2025-07-10 15:18:44.1960 recv packet: 5A 60 00 F6 20 00 00 00 00 00 20 04 00 00 00 00 20 08 00 00 00 00 20 0C 00 00 00 00 20 10 00 00 00 00 20 14 00 00 00 00 20 18 00 00 00 00 20 1C 00 00 00 00 20 20 00 00 00 00 20 24 00 00 00 00 20 28 00 00 00 00 20 2C 00 00 00 00 20 30 00 00 00 00 20 34 00 00 00 00 20 38 00 00 00 00 20 3C 00 00 00 00 20 40 00 00 00 00 20 44 00 00 00 00 20 48 00 00 00 00 20 4C 00 00 00 00 20 50 00 00 00 00 20 54 00 00 00 00 20 58 00 00 00 00 20 5C 00 00 00 00 20 60 00 00 00 00 20 64 00 00 00 00 20 68 00 00 00 00 20 6C 00 00 00 00 20 70 00 00 00 00 20 74 00 00 00 00 20 78 00 00 00 00 20 7C 00 00 00 00 20 80 00 00 00 00 20 84 00 00 00 00 22 00 00 00 00 00 22 04 00 00 00 00 22 08 00 00 00 00 22 0C 00 00 00 00 22 10 00 00 00 00 22 14 00 00 00 00 22 18 00 00 00 00 26 58
[2025-07-10 15:18:44.1980 MCU report: addr=0x2000, value=0, status=OK
[2025-07-10 15:19:14.2571 MCU report: addr=0x2020, value=0, status=OK
[2025-07-10 15:19:14.2591 MCU report: addr=0x2024, value=0, status=OK
[2025-07-10 15:19:14.2611 MCU report: addr=0x2028, value=0, status=OK
[2025-07-10 15:19:14.2621 MCU report: addr=0x202C, value=0, status=OK
[2025-07-10 15:19:14.2641 MCU report: addr=0x2030, value=0, status=OK
[2025-07-10 15:19:14.2654 MCU report: addr=0x2034, value=0, status=OK
[2025-07-10 15:19:14.2665 MCU report: addr=0x2038, value=0, status=OK
[2025-07-10 15:19:14.2686 MCU report: addr=0x203C, value=0, status=OK
[2025-07-10 15:19:14.2697 MCU report: addr=0x2040, value=0, status=OK
[2025-07-10 15:19:14.2717 MCU report: addr=0x2044, value=0, status=OK
[2025-07-10 15:19:14.2727 MCU report: addr=0x2048, value=0, status=OK
[2025-07-10 15:19:14.2737 MCU report: addr=0x204C, value=0, status=OK
[2025-07-10 15:19:14.2757 MCU report: addr=0x2050, value=0, status=OK
[2025-07-10 15:19:14.2767 MCU report: addr=0x2054, value=0, status=OK
[2025-07-10 15:19:14.2767 MCU report: addr=0x2058, value=0, status=OK
[2025-07-10 15:19:14.2787 MCU report: addr=0x205C, value=0, status=OK
[2025-07-10 15:19:14.2797 MCU report: addr=0x2060, value=0, status=OK
[2025-07-10 15:19:14.2816 MCU report: addr=0x2064, value=0, status=OK
[2025-07-10 15:19:14.2827 MCU report: addr=0x2068, value=0, status=OK
[2025-07-10 15:19:14.2847 MCU report: addr=0x206C, value=0, status=OK
[2025-07-10 15:19:14.2857 MCU report: addr=0x2070, value=0, status=OK
[2025-07-10 15:19:14.2877 MCU report: addr=0x2074, value=0, status=OK
[2025-07-10 15:19:14.2887 MCU report: addr=0x2078, value=0, status=OK
[2025-07-10 15:19:14.2897 MCU report: addr=0x207C, value=0, status=OK
[2025-07-10 15:19:14.2917 MCU report: addr=0x2080, value=0, status=OK
[2025-07-10 15:19:14.2937 MCU report: addr=0x2084, value=0, status=OK
[2025-07-10 15:19:14.2957 MCU report: addr=0x2200, value=0, status=OK
[2025-07-10 15:19:14.2979 MCU report: addr=0x2204, value=0, status=OK
[2025-07-10 15:19:14.2979 MCU report: addr=0x2208, value=0, status=OK
[2025-07-10 15:19:14.3006 MCU report: addr=0x220C, value=0, status=OK
[2025-07-10 15:19:14.3016 MCU report: addr=0x2210, value=0, status=OK
[2025-07-10 15:19:14.3036 MCU report: addr=0x2214, value=0, status=OK
[2025-07-10 15:19:14.3046 MCU report: addr=0x2218, value=0, status=OK
[2025-07-10 15:19:14.3302 recv packet: 5A 60 00 96 22 1C 00 00 00 00 22 20 00 00 00 00 22 24 00 00 00 00 24 00 00 00 00 00 24 04 00 00 00 00 24 08 00 00 00 00 24 0C 00 00 00 00 24 10 00 00 00 00 24 14 00 00 00 00 24 18 00 00 00 00 24 1C 00 00 00 00 24 20 00 00 00 00 24 24 00 00 00 00 24 28 00 00 00 00 24 2C 00 00 00 00 24 30 00 00 00 00 24 34 00 00 00 00 24 38 00 00 00 00 24 3C 00 00 00 00 24 40 00 00 00 00 24 44 00 00 00 00 24 48 00 00 00 00 26 00 00 00 00 00 26 04 00 00 00 00 26 08 00 00 00 04 DB A4
[2025-07-10 15:19:14.3305 MCU report: addr=0x221C, value=0, status=OK
[2025-07-10 15:19:14.3639 MCU report: addr=0x2220, value=0, status=OK
[2025-07-10 15:19:14.3855 MCU report: addr=0x2224, value=0, status=OK
[2025-07-10 15:19:14.4014 MCU report: addr=0x2400, value=0, status=OK
[2025-07-10 15:19:14.4150 MCU report: addr=0x2404, value=0, status=OK
[2025-07-10 15:19:14.4193 MCU report: addr=0x2408, value=0, status=OK
[2025-07-10 15:19:14.4215 MCU report: addr=0x240C, value=0, status=OK
[2025-07-10 15:19:14.4235 MCU report: addr=0x2410, value=0, status=OK
[2025-07-10 15:19:14.4246 MCU report: addr=0x2414, value=0, status=OK
[2025-07-10 15:19:14.4265 MCU report: addr=0x2418, value=0, status=OK
[2025-07-10 15:19:14.4285 MCU report: addr=0x241C, value=0, status=OK
[2025-07-10 15:19:14.4296 MCU report: addr=0x2420, value=0, status=OK
[2025-07-10 15:19:14.4321 MCU report: addr=0x2424, value=0, status=OK
[2025-07-10 15:19:14.4330 MCU report: addr=0x2428, value=0, status=OK
[2025-07-10 15:19:14.4340 MCU report: addr=0x242C, value=0, status=OK
[2025-07-10 15:19:14.4360 MCU report: addr=0x2430, value=0, status=OK
[2025-07-10 15:19:14.4370 MCU report: addr=0x2434, value=0, status=OK
[2025-07-10 15:19:14.4390 MCU report: addr=0x2438, value=0, status=OK
[2025-07-10 15:19:14.4400 MCU report: addr=0x243C, value=0, status=OK
[2025-07-10 15:19:14.4423 MCU report: addr=0x2440, value=0, status=OK
[2025-07-10 15:19:14.4433 MCU report: addr=0x2444, value=0, status=OK
[2025-07-10 15:19:14.4453 MCU report: addr=0x2448, value=0, status=OK
[2025-07-10 15:19:14.4468 MCU report: addr=0x2600, value=0, status=OK
[2025-07-10 15:19:14.4478 MCU report: addr=0x2604, value=0, status=OK
[2025-07-10 15:19:14.4499 MCU report: addr=0x2608, value=4, status=OK
[2025-07-10 15:19:15.1209 recv packet: 5A 60 00 F6 20 00 00 00 00 00 20 04 00 00 00 00 20 08 00 00 00 00 20 0C 00 00 00 00 20 10 00 00 00 00 20 14 00 00 00 00 20 18 00 00 00 00 20 1C 00 00 00 00 20 20 00 00 00 00 20 24 00 00 00 00 20 28 00 00 00 00 20 2C 00 00 00 00 20 30 00 00 00 00 20 34 00 00 00 00 20 38 00 00 00 00 20 3C 00 00 00 00 20 40 00 00 00 00 20 44 00 00 00 00 20 48 00 00 00 00 20 4C 00 00 00 00 20 50 00 00 00 00 20 54 00 00 00 00 20 58 00 00 00 00 20 5C 00 00 00 00 20 60 00 00 00 00 20 64 00 00 00 00 20 68 00 00 00 00 20 6C 00 00 00 00 20 70 00 00 00 00 20 74 00 00 00 00 20 78 00 00 00 00 20 7C 00 00 00 00 20 80 00 00 00 00 20 84 00 00 00 00 22 00 00 00 00 00 22 04 00 00 00 00 22 08 00 00 00 00 22 0C 00 00 00 00 22 10 00 00 00 00 22 14 00 00 00 00 22 18 00 00 00 00 26 58
[2025-07-10 15:19:15.1226 MCU report: addr=0x2000, value=0, status=OK
[2025-07-10 15:19:15.1951 MCU report: addr=0x2004, value=0, status=OK
[2025-07-10 15:19:15.2265 MCU report: addr=0x2008, value=0, status=OK
[2025-07-10 15:19:15.2483 MCU report: addr=0x200C, value=0, status=OK
[2025-07-10 15:19:15.2694 MCU report: addr=0x2010, value=0, status=OK
[2025-07-10 15:19:15.2778 MCU report: addr=0x2014, value=0, status=OK
[2025-07-10 15:19:15.2798 MCU report: addr=0x2018, value=0, status=OK
[2025-07-10 15:19:15.2808 MCU report: addr=0x201C, value=0, status=OK
[2025-07-10 15:19:15.2818 MCU report: addr=0x2020, value=0, status=OK
[2025-07-10 15:19:15.2838 MCU report: addr=0x2024, value=0, status=OK
[2025-07-10 15:19:15.2848 MCU report: addr=0x2028, value=0, status=OK
[2025-07-10 15:19:15.2868 MCU report: addr=0x202C, value=0, status=OK
[2025-07-10 15:19:15.2880 MCU report: addr=0x2030, value=0, status=OK
[2025-07-10 15:19:15.2900 MCU report: addr=0x2034, value=0, status=OK
[2025-07-10 15:19:15.2910 MCU report: addr=0x2038, value=0, status=OK
[2025-07-10 15:19:15.2930 MCU report: addr=0x203C, value=0, status=OK
[2025-07-10 15:19:15.2940 MCU report: addr=0x2040, value=0, status=OK
[2025-07-10 15:19:15.2960 MCU report: addr=0x2044, value=0, status=OK
[2025-07-10 15:19:15.2970 MCU report: addr=0x2048, value=0, status=OK
[2025-07-10 15:19:15.2990 MCU report: addr=0x204C, value=0, status=OK
[2025-07-10 15:19:15.3000 MCU report: addr=0x2050, value=0, status=OK
[2025-07-10 15:19:15.3010 MCU report: addr=0x2054, value=0, status=OK
[2025-07-10 15:19:15.3035 MCU report: addr=0x2058, value=0, status=OK
[2025-07-10 15:19:15.3045 MCU report: addr=0x205C, value=0, status=OK
[2025-07-10 15:19:15.3065 MCU report: addr=0x2060, value=0, status=OK
[2025-07-10 15:19:15.3075 MCU report: addr=0x2064, value=0, status=OK
[2025-07-10 15:19:15.3095 MCU report: addr=0x2068, value=0, status=OK
[2025-07-10 15:19:15.3105 MCU report: addr=0x206C, value=0, status=OK
[2025-07-10 15:19:15.3125 MCU report: addr=0x2070, value=0, status=OK
[2025-07-10 15:19:15.3135 MCU report: addr=0x2074, value=0, status=OK
[2025-07-10 15:19:15.3155 MCU report: addr=0x2078, value=0, status=OK
[2025-07-10 15:19:15.3165 MCU report: addr=0x207C, value=0, status=OK
[2025-07-10 15:19:15.3175 MCU report: addr=0x2080, value=0, status=OK
[2025-07-10 15:19:15.3197 MCU report: addr=0x2084, value=0, status=OK
[2025-07-10 15:19:15.3207 MCU report: addr=0x2200, value=0, status=OK
[2025-07-10 15:19:15.3227 MCU report: addr=0x2204, value=0, status=OK
[2025-07-10 15:19:15.3237 MCU report: addr=0x2208, value=0, status=OK
[2025-07-10 15:19:15.3257 MCU report: addr=0x220C, value=0, status=OK
[2025-07-10 15:19:15.3267 MCU report: addr=0x2210, value=0, status=OK
[2025-07-10 15:19:15.3291 MCU report: addr=0x2214, value=0, status=OK
[2025-07-10 15:19:15.3311 MCU report: addr=0x2218, value=0, status=OK
[2025-07-10 15:19:15.3495 recv packet: 5A 60 00 96 22 1C 00 00 00 00 22 20 00 00 00 00 22 24 00 00 00 00 24 00 00 00 00 00 24 04 00 00 00 00 24 08 00 00 00 00 24 0C 00 00 00 00 24 10 00 00 00 00 24 14 00 00 00 00 24 18 00 00 00 00 24 1C 00 00 00 00 24 20 00 00 00 00 24 24 00 00 00 00 24 28 00 00 00 00 24 2C 00 00 00 00 24 30 00 00 00 00 24 34 00 00 00 00 24 38 00 00 00 00 24 3C 00 00 00 00 24 40 00 00 00 00 24 44 00 00 00 00 24 48 00 00 00 00 26 00 00 00 00 00 26 04 00 00 00 00 26 08 00 00 00 04 DB A4
[2025-07-10 15:19:15.3495 MCU report: addr=0x221C, value=0, status=OK
[2025-07-10 15:19:15.3792 MCU report: addr=0x2220, value=0, status=OK
[2025-07-10 15:19:15.3997 MCU report: addr=0x2224, value=0, status=OK
[2025-07-10 15:19:15.4161 MCU report: addr=0x2400, value=0, status=OK
[2025-07-10 15:19:15.4329 MCU report: addr=0x2404, value=0, status=OK
[2025-07-10 15:19:15.4359 MCU report: addr=0x2408, value=0, status=OK
[2025-07-10 15:19:15.4379 MCU report: addr=0x240C, value=0, status=OK
[2025-07-10 15:19:15.4399 MCU report: addr=0x2410, value=0, status=OK
[2025-07-10 15:19:15.4409 MCU report: addr=0x2414, value=0, status=OK
[2025-07-10 15:19:15.4440 MCU report: addr=0x2418, value=0, status=OK
[2025-07-10 15:19:15.4456 MCU report: addr=0x241C, value=0, status=OK
[2025-07-10 15:19:15.4471 MCU report: addr=0x2420, value=0, status=OK
[2025-07-10 15:19:15.4486 MCU report: addr=0x2424, value=0, status=OK
[2025-07-10 15:19:15.4502 MCU report: addr=0x2428, value=0, status=OK
[2025-07-10 15:19:15.4517 MCU report: addr=0x242C, value=0, status=OK
[2025-07-10 15:19:15.4532 MCU report: addr=0x2430, value=0, status=OK
[2025-07-10 15:19:15.4552 MCU report: addr=0x2434, value=0, status=OK
[2025-07-10 15:19:15.4562 MCU report: addr=0x2438, value=0, status=OK
[2025-07-10 15:19:15.4583 MCU report: addr=0x243C, value=0, status=OK
[2025-07-10 15:19:15.4603 MCU report: addr=0x2440, value=0, status=OK
[2025-07-10 15:19:15.4613 MCU report: addr=0x2444, value=0, status=OK
[2025-07-10 15:19:15.4633 MCU report: addr=0x2448, value=0, status=OK
[2025-07-10 15:19:15.4643 MCU report: addr=0x2600, value=0, status=OK
[2025-07-10 15:19:15.4653 MCU report: addr=0x2604, value=0, status=OK
[2025-07-10 15:19:15.4674 MCU report: addr=0x2608, value=4, status=OK
[2025-07-10 15:19:16.1543 recv packet: 5A 60 00 F6 20 00 00 00 00 00 20 04 00 00 00 00 20 08 00 00 00 00 20 0C 00 00 00 00 20 10 00 00 00 00 20 14 00 00 00 00 20 18 00 00 00 00 20 1C 00 00 00 00 20 20 00 00 00 00 20 24 00 00 00 00 20 28 00 00 00 00 20 2C 00 00 00 00 20 30 00 00 00 00 20 34 00 00 00 00 20 38 00 00 00 00 20 3C 00 00 00 00 20 40 00 00 00 00 20 44 00 00 00 00 20 48 00 00 00 00 20 4C 00 00 00 00 20 50 00 00 00 00 20 54 00 00 00 00 20 58 00 00 00 00 20 5C 00 00 00 00 20 60 00 00 00 00 20 64 00 00 00 00 20 68 00 00 00 00 20 6C 00 00 00 00 20 70 00 00 00 00 20 74 00 00 00 00 20 78 00 00 00 00 20 7C 00 00 00 00 20 80 00 00 00 00 20 84 00 00 00 00 22 00 00 00 00 00 22 04 00 00 00 00 22 08 00 00 00 00 22 0C 00 00 00 00 22 10 00 00 00 00 22 14 00 00 00 00 22 18 00 00 00 00 26 58
[2025-07-10 15:19:16.1569 MCU report: addr=0x2000, value=0, status=OK
[2025-07-10 15:19:16.2209 MCU report: addr=0x2004, value=0, status=OK
[2025-07-10 15:19:16.2602 MCU report: addr=0x2008, value=0, status=OK
[2025-07-10 15:19:16.2855 MCU report: addr=0x200C, value=0, status=OK
[2025-07-10 15:19:16.3077 MCU report: addr=0x2010, value=0, status=OK
[2025-07-10 15:19:16.3152 MCU report: addr=0x2014, value=0, status=OK
[2025-07-10 15:19:16.3178 MCU report: addr=0x2018, value=0, status=OK
[2025-07-10 15:19:16.3208 MCU report: addr=0x201C, value=0, status=OK
[2025-07-10 15:19:16.3218 MCU report: addr=0x2020, value=0, status=OK
[2025-07-10 15:19:16.3238 MCU report: addr=0x2024, value=0, status=OK
[2025-07-10 15:19:16.3258 MCU report: addr=0x2028, value=0, status=OK
[2025-07-10 15:19:16.3283 MCU report: addr=0x202C, value=0, status=OK
[2025-07-10 15:19:16.3293 MCU report: addr=0x2030, value=0, status=OK
[2025-07-10 15:19:16.3313 MCU report: addr=0x2034, value=0, status=OK
[2025-07-10 15:19:16.3323 MCU report: addr=0x2038, value=0, status=OK
[2025-07-10 15:19:16.3343 MCU report: addr=0x203C, value=0, status=OK
[2025-07-10 15:19:16.3360 MCU report: addr=0x2040, value=0, status=OK
[2025-07-10 15:19:16.3382 MCU report: addr=0x2044, value=0, status=OK
[2025-07-10 15:19:16.3398 MCU report: addr=0x2048, value=0, status=OK
[2025-07-10 15:19:16.3414 MCU report: addr=0x204C, value=0, status=OK
[2025-07-10 15:19:16.3432 MCU report: addr=0x2050, value=0, status=OK
[2025-07-10 15:19:16.3442 MCU report: addr=0x2054, value=0, status=OK
[2025-07-10 15:19:16.3447 MCU report: addr=0x2058, value=0, status=OK
[2025-07-10 15:19:16.3467 MCU report: addr=0x205C, value=0, status=OK
[2025-07-10 15:19:16.3487 MCU report: addr=0x2060, value=0, status=OK
[2025-07-10 15:19:16.3502 MCU report: addr=0x2064, value=0, status=OK
[2025-07-10 15:19:16.3518 MCU report: addr=0x2068, value=0, status=OK
[2025-07-10 15:19:16.3532 MCU report: addr=0x206C, value=0, status=OK
[2025-07-10 15:19:16.3542 MCU report: addr=0x2070, value=0, status=OK
[2025-07-10 15:19:16.3562 MCU report: addr=0x2074, value=0, status=OK
[2025-07-10 15:19:16.3572 MCU report: addr=0x2078, value=0, status=OK
[2025-07-10 15:19:16.3582 MCU report: addr=0x207C, value=0, status=OK
[2025-07-10 15:19:16.3602 MCU report: addr=0x2080, value=0, status=OK
[2025-07-10 15:19:16.3622 MCU report: addr=0x2084, value=0, status=OK
[2025-07-10 15:19:16.3632 MCU report: addr=0x2200, value=0, status=OK
[2025-07-10 15:19:16.3652 MCU report: addr=0x2204, value=0, status=OK
[2025-07-10 15:19:16.3662 MCU report: addr=0x2208, value=0, status=OK
[2025-07-10 15:19:16.3682 MCU report: addr=0x220C, value=0, status=OK
[2025-07-10 15:19:16.3693 MCU report: addr=0x2210, value=0, status=OK
[2025-07-10 15:19:16.3713 MCU report: addr=0x2214, value=0, status=OK
[2025-07-10 15:19:16.3723 MCU report: addr=0x2218, value=0, status=OK
[2025-07-10 15:19:16.3978 recv packet: 5A 60 00 96 22 1C 00 00 00 00 22 20 00 00 00 00 22 24 00 00 00 00 24 00 00 00 00 00 24 04 00 00 00 00 24 08 00 00 00 00 24 0C 00 00 00 00 24 10 00 00 00 00 24 14 00 00 00 00 24 18 00 00 00 00 24 1C 00 00 00 00 24 20 00 00 00 00 24 24 00 00 00 00 24 28 00 00 00 00 24 2C 00 00 00 00 24 30 00 00 00 00 24 34 00 00 00 00 24 38 00 00 00 00 24 3C 00 00 00 00 24 40 00 00 00 00 24 44 00 00 00 00 24 48 00 00 00 00 26 00 00 00 00 00 26 04 00 00 00 00 26 08 00 00 00 04 DB A4
[2025-07-10 15:19:16.3978 MCU report: addr=0x221C, value=0, status=OK
[2025-07-10 15:19:16.4280 MCU report: addr=0x2220, value=0, status=OK
[2025-07-10 15:19:16.4473 MCU report: addr=0x2224, value=0, status=OK
[2025-07-10 15:19:16.4618 MCU report: addr=0x2400, value=0, status=OK
[2025-07-10 15:19:16.4897 MCU report: addr=0x2404, value=0, status=OK
[2025-07-10 15:19:16.4941 MCU report: addr=0x2408, value=0, status=OK
[2025-07-10 15:19:16.5077 MCU report: addr=0x240C, value=0, status=OK
[2025-07-10 15:19:16.5097 MCU report: addr=0x2410, value=0, status=OK
[2025-07-10 15:19:16.5117 MCU report: addr=0x2414, value=0, status=OK
[2025-07-10 15:19:16.5137 MCU report: addr=0x2418, value=0, status=OK
[2025-07-10 15:19:16.5159 MCU report: addr=0x241C, value=0, status=OK
[2025-07-10 15:19:16.5171 MCU report: addr=0x2420, value=0, status=OK
[2025-07-10 15:19:16.5193 MCU report: addr=0x2424, value=0, status=OK
[2025-07-10 15:19:16.5207 MCU report: addr=0x2428, value=0, status=OK
[2025-07-10 15:19:16.5227 MCU report: addr=0x242C, value=0, status=OK
[2025-07-10 15:19:16.5237 MCU report: addr=0x2430, value=0, status=OK
[2025-07-10 15:19:16.5257 MCU report: addr=0x2434, value=0, status=OK
[2025-07-10 15:19:16.5277 MCU report: addr=0x2438, value=0, status=OK
[2025-07-10 15:19:16.5297 MCU report: addr=0x243C, value=0, status=OK
[2025-07-10 15:19:16.5317 MCU report: addr=0x2440, value=0, status=OK
[2025-07-10 15:19:16.5327 MCU report: addr=0x2444, value=0, status=OK
[2025-07-10 15:19:16.5350 MCU report: addr=0x2448, value=0, status=OK
[2025-07-10 15:19:16.5370 MCU report: addr=0x2600, value=0, status=OK
[2025-07-10 15:19:16.5390 MCU report: addr=0x2604, value=0, status=OK
[2025-07-10 15:19:16.5400 MCU report: addr=0x2608, value=4, status=OK
[2025-07-10 15:19:17.1905 recv packet: 5A 60 00 F6 20 00 00 00 00 00 20 04 00 00 00 00 20 08 00 00 00 00 20 0C 00 00 00 00 20 10 00 00 00 00 20 14 00 00 00 00 20 18 00 00 00 00 20 1C 00 00 00 00 20 20 00 00 00 00 20 24 00 00 00 00 20 28 00 00 00 00 20 2C 00 00 00 00 20 30 00 00 00 00 20 34 00 00 00 00 20 38 00 00 00 00 20 3C 00 00 00 00 20 40 00 00 00 00 20 44 00 00 00 00 20 48 00 00 00 00 20 4C 00 00 00 00 20 50 00 00 00 00 20 54 00 00 00 00 20 58 00 00 00 00 20 5C 00 00 00 00 20 60 00 00 00 00 20 64 00 00 00 00 20 68 00 00 00 00 20 6C 00 00 00 00 20 70 00 00 00 00 20 74 00 00 00 00 20 78 00 00 00 00 20 7C 00 00 00 00 20 80 00 00 00 00 20 84 00 00 00 00 22 00 00 00 00 00 22 04 00 00 00 00 22 08 00 00 00 00 22 0C 00 00 00 00 22 10 00 00 00 00 22 14 00 00 00 00 22 18 00 00 00 00 26 58
[2025-07-10 15:19:17.1925 MCU report: addr=0x2000, value=0, status=OK
[2025-07-10 15:19:17.2710 MCU report: addr=0x2004, value=0, status=OK
[2025-07-10 15:19:17.3053 MCU report: addr=0x2008, value=0, status=OK
[2025-07-10 15:19:17.3293 MCU report: addr=0x200C, value=0, status=OK
[2025-07-10 15:19:17.3521 MCU report: addr=0x2010, value=0, status=OK
[2025-07-10 15:19:17.3609 MCU report: addr=0x2014, value=0, status=OK
[2025-07-10 15:19:17.3614 MCU report: addr=0x2018, value=0, status=OK
[2025-07-10 15:19:17.3625 MCU report: addr=0x201C, value=0, status=OK
[2025-07-10 15:19:17.3645 MCU report: addr=0x2020, value=0, status=OK
[2025-07-10 15:19:17.3655 MCU report: addr=0x2024, value=0, status=OK
[2025-07-10 15:19:17.3681 MCU report: addr=0x2028, value=0, status=OK
[2025-07-10 15:19:17.3681 MCU report: addr=0x202C, value=0, status=OK
[2025-07-10 15:19:17.3701 MCU report: addr=0x2030, value=0, status=OK
[2025-07-10 15:19:17.3718 MCU report: addr=0x2034, value=0, status=OK
[2025-07-10 15:19:17.3728 MCU report: addr=0x2038, value=0, status=OK
[2025-07-10 15:19:17.3758 MCU report: addr=0x203C, value=0, status=OK
[2025-07-10 15:19:17.3772 MCU report: addr=0x2040, value=0, status=OK
[2025-07-10 15:19:17.3783 MCU report: addr=0x2044, value=0, status=OK
[2025-07-10 15:19:17.3802 MCU report: addr=0x2048, value=0, status=OK
[2025-07-10 15:19:17.3812 MCU report: addr=0x204C, value=0, status=OK
[2025-07-10 15:19:17.3832 MCU report: addr=0x2050, value=0, status=OK
[2025-07-10 15:19:17.3842 MCU report: addr=0x2054, value=0, status=OK
[2025-07-10 15:19:17.3863 MCU report: addr=0x2058, value=0, status=OK
[2025-07-10 15:19:17.3875 MCU report: addr=0x205C, value=0, status=OK
[2025-07-10 15:19:17.3885 MCU report: addr=0x2060, value=0, status=OK
[2025-07-10 15:19:17.3905 MCU report: addr=0x2064, value=0, status=OK
[2025-07-10 15:19:17.3917 MCU report: addr=0x2068, value=0, status=OK
[2025-07-10 15:19:17.3917 MCU report: addr=0x206C, value=0, status=OK
[2025-07-10 15:19:17.3938 MCU report: addr=0x2070, value=0, status=OK
[2025-07-10 15:19:17.3958 MCU report: addr=0x2074, value=0, status=OK
[2025-07-10 15:19:17.3967 MCU report: addr=0x2078, value=0, status=OK
[2025-07-10 15:19:17.3987 MCU report: addr=0x207C, value=0, status=OK
[2025-07-10 15:19:17.3998 MCU report: addr=0x2080, value=0, status=OK
[2025-07-10 15:19:17.4018 MCU report: addr=0x2084, value=0, status=OK
[2025-07-10 15:19:17.4028 MCU report: addr=0x2200, value=0, status=OK
[2025-07-10 15:19:17.4048 MCU report: addr=0x2204, value=0, status=OK
[2025-07-10 15:19:17.4058 MCU report: addr=0x2208, value=0, status=OK
[2025-07-10 15:19:17.4078 MCU report: addr=0x220C, value=0, status=OK
[2025-07-10 15:19:17.4108 MCU report: addr=0x2210, value=0, status=OK
[2025-07-10 15:19:17.4118 MCU report: addr=0x2214, value=0, status=OK
[2025-07-10 15:19:17.4138 MCU report: addr=0x2218, value=0, status=OK
[2025-07-10 15:19:17.4321 recv packet: 5A 60 00 96 22 1C 00 00 00 00 22 20 00 00 00 00 22 24 00 00 00 00 24 00 00 00 00 00 24 04 00 00 00 00 24 08 00 00 00 00 24 0C 00 00 00 00 24 10 00 00 00 00 24 14 00 00 00 00 24 18 00 00 00 00 24 1C 00 00 00 00 24 20 00 00 00 00 24 24 00 00 00 00 24 28 00 00 00 00 24 2C 00 00 00 00 24 30 00 00 00 00 24 34 00 00 00 00 24 38 00 00 00 00 24 3C 00 00 00 00 24 40 00 00 00 00 24 44 00 00 00 00 24 48 00 00 00 00 26 00 00 00 00 00 26 04 00 00 00 00 26 08 00 00 00 04 DB A4
[2025-07-10 15:19:17.4329 MCU report: addr=0x221C, value=0, status=OK
[2025-07-10 15:19:17.4664 MCU report: addr=0x2220, value=0, status=OK
[2025-07-10 15:19:17.4882 MCU report: addr=0x2224, value=0, status=OK
[2025-07-10 15:19:17.5008 MCU report: addr=0x2400, value=0, status=OK
[2025-07-10 15:19:17.5163 MCU report: addr=0x2404, value=0, status=OK
[2025-07-10 15:19:17.5204 MCU report: addr=0x2408, value=0, status=OK
[2025-07-10 15:19:17.5224 MCU report: addr=0x240C, value=0, status=OK
[2025-07-10 15:19:17.5234 MCU report: addr=0x2410, value=0, status=OK
[2025-07-10 15:19:17.5254 MCU report: addr=0x2414, value=0, status=OK
[2025-07-10 15:19:17.5264 MCU report: addr=0x2418, value=0, status=OK
[2025-07-10 15:19:17.5284 MCU report: addr=0x241C, value=0, status=OK
[2025-07-10 15:19:17.5304 MCU report: addr=0x2420, value=0, status=OK
[2025-07-10 15:19:17.5314 MCU report: addr=0x2424, value=0, status=OK
[2025-07-10 15:19:17.5334 MCU report: addr=0x2428, value=0, status=OK
[2025-07-10 15:19:17.5344 MCU report: addr=0x242C, value=0, status=OK
[2025-07-10 15:19:17.5359 MCU report: addr=0x2430, value=0, status=OK
[2025-07-10 15:19:17.5379 MCU report: addr=0x2434, value=0, status=OK
[2025-07-10 15:19:17.5389 MCU report: addr=0x2438, value=0, status=OK
[2025-07-10 15:19:17.5400 MCU report: addr=0x243C, value=0, status=OK
[2025-07-10 15:19:17.5420 MCU report: addr=0x2440, value=0, status=OK
[2025-07-10 15:19:17.5440 MCU report: addr=0x2444, value=0, status=OK
[2025-07-10 15:19:17.5461 MCU report: addr=0x2448, value=0, status=OK
[2025-07-10 15:19:17.5466 MCU report: addr=0x2600, value=0, status=OK
[2025-07-10 15:19:17.5476 MCU report: addr=0x2604, value=0, status=OK
[2025-07-10 15:19:17.5496 MCU report: addr=0x2608, value=4, status=OK
